seed_id	annotation
fig|391904.5.peg.1812	hypothetical protein
fig|391904.5.peg.1813	hypothetical protein
fig|391904.5.peg.1814	hypothetical protein
fig|391904.5.peg.1815	hypothetical protein
fig|391904.5.peg.1816	hypothetical protein
fig|391904.5.peg.1817	hypothetical protein
fig|391904.5.peg.1818	hypothetical protein
fig|391904.5.peg.1819	hypothetical protein
fig|391904.5.peg.1820	hypothetical protein
fig|391904.5.peg.1821	hypothetical protein
fig|391904.5.peg.1822	hypothetical protein
fig|391904.5.peg.1823	hypothetical protein
fig|391904.5.peg.1824	hypothetical protein
fig|391904.5.peg.1825	hypothetical protein
fig|391904.5.peg.1826	Phage major tail protein
fig|391904.5.peg.1827	hypothetical protein
fig|391904.5.peg.1828	hypothetical protein
fig|391904.5.peg.1829	hypothetical protein
fig|391904.5.peg.1830	hypothetical protein
fig|391904.5.peg.1831	hypothetical protein
fig|391904.5.peg.1832	COG0583: Transcriptional regulator
fig|391904.5.peg.1833	hypothetical protein
fig|391904.5.peg.1834	hypothetical protein
fig|391904.5.peg.1835	hypothetical protein
fig|391904.5.peg.1836	hypothetical protein
fig|391904.5.peg.1837	putative lysin
fig|391904.5.peg.1838	hypothetical protein
fig|391904.5.peg.1839	Exopolyphosphatase (EC 3.6.1.11)
fig|391904.5.peg.1840	FIG004853: possible toxin to DivIC
fig|391904.5.peg.1841	"Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage"
fig|391904.5.peg.1842	Enolase (EC 4.2.1.11)
fig|391904.5.peg.1843	possible oxidoreductase of the aldo/keto reductase family
fig|391904.5.peg.1844	Transcription-repair coupling factor
fig|391904.5.peg.1845	Peptidyl-tRNA hydrolase (EC 3.1.1.29)
fig|391904.5.peg.1846	hypothetical protein
fig|391904.5.peg.1847	Sortase and related acyltransferases
fig|391904.5.peg.1848	UPF0182 protein AF1421
fig|391904.5.peg.1849	beta-glycosyl hydrolase
fig|391904.5.peg.1850	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)
fig|391904.5.peg.1851	hypothetical protein
fig|391904.5.peg.1852	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)
fig|391904.5.peg.1853	Serine hydroxymethyltransferase (EC 2.1.2.1)
fig|391904.5.peg.1854	Threonine synthase (EC 4.2.3.1)
fig|391904.5.peg.1855	hypothetical protein
fig|391904.5.peg.1856	"Transcriptional regulator, GntR family"
fig|391904.5.peg.1857	COG0474: Cation transport ATPase
fig|391904.5.peg.1858	hypothetical protein
fig|391904.5.peg.1859	Putative membrane-spanning protein
fig|391904.5.peg.1860	"ABC transporter, ATP-binding protein"
fig|391904.5.peg.1861	"Transcriptional regulator, GntR family"
fig|391904.5.peg.1862	hypothetical protein
fig|391904.5.peg.1863	COG0477: Permeases of the major facilitator superfamily
fig|391904.5.peg.1864	ThMPase type I predicted
fig|391904.5.peg.1865	DNA repair protein RecN
fig|391904.5.peg.1866	NAD kinase (EC 2.7.1.23)
fig|391904.5.peg.1867	hypothetical protein
fig|391904.5.peg.1868	23S rRNA (cytidine(1920)-2&#39;-O)-methyltransferase (EC 2.1.1.226) @ 16S rRNA (cytidine(1409)-2&#39;-O)-methyltransferase (EC 2.1.1.227)
fig|391904.5.peg.1869	FIG00820006: hypothetical protein
fig|391904.5.peg.1870	4-nitrophenylphosphatase (EC 3.1.3.41)
fig|391904.5.peg.1871	TPR-repeat-containing protein
fig|391904.5.peg.1872	Tyrosyl-tRNA synthetase (EC 6.1.1.1)
fig|391904.5.peg.1873	Predicted membrane protein
fig|391904.5.peg.1874	"HD family hydrolase, diverged"
fig|391904.5.peg.1875	hypothetical protein
fig|391904.5.peg.1876	Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)
fig|391904.5.peg.1877	Thiazole synthase (EC 2.8.1.10)
fig|391904.5.peg.1878	Sulfur carrier protein ThiS
fig|391904.5.peg.1879	Argininosuccinate lyase (EC 4.3.2.1)
fig|391904.5.peg.1880	Argininosuccinate synthase (EC 6.3.4.5)
fig|391904.5.peg.1881	"Arginine pathway regulatory protein ArgR, repressor of arg regulon"
fig|391904.5.peg.1882	Ornithine carbamoyltransferase (EC 2.1.3.3)
fig|391904.5.peg.1883	N-acetylornithine aminotransferase (EC 2.6.1.11)
fig|391904.5.peg.1884	N-acetylglutamate kinase (EC 2.7.2.8)
fig|391904.5.peg.1885	N-acetylglutamate synthase (EC 2.3.1.1) / Glutamate N-acetyltransferase (EC 2.3.1.35)
fig|391904.5.peg.1886	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)
fig|391904.5.peg.1887	hypothetical protein
fig|391904.5.peg.1888	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)
fig|391904.5.peg.1889	Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)
fig|391904.5.peg.1890	possible rRNA methylase
fig|391904.5.peg.1891	Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine
fig|391904.5.peg.1892	Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine
fig|391904.5.peg.1893	Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine
fig|391904.5.peg.1894	hypothetical protein
fig|391904.5.peg.1895	"CblZ, a non-orthologous displasment for Alpha-ribazole-5&#39;-phosphate phosphatase"
fig|391904.5.peg.1896	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)
fig|391904.5.peg.1897	"Transmembrane protein MT2276, clustered with lipoate gene"
fig|391904.5.peg.1898	Glutamine synthetase type I (EC 6.3.1.2)
fig|391904.5.peg.1899	Hypothetical protein
fig|391904.5.peg.1900	hypothetical protein
fig|391904.5.peg.1901	Galactoside O-acetyltransferase (EC 2.3.1.18)
fig|391904.5.peg.1902	Galactoside O-acetyltransferase (EC 2.3.1.18)
fig|391904.5.peg.1903	PadR-like family transcriptional regulator
fig|391904.5.peg.1904	endonuclease III domain protein
fig|391904.5.peg.1905	"Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps"
fig|391904.5.peg.1906	Excinuclease ABC subunit A paralog of unknown function
fig|391904.5.peg.1907	FIG00424884: hypothetical protein
fig|391904.5.peg.1908	hypothetical protein
fig|391904.5.peg.1909	hypothetical protein
fig|391904.5.peg.1910	hypothetical protein
fig|391904.5.peg.1911	hypothetical protein
fig|391904.5.peg.1912	"Broad specificity beta-glucosidase, GH1"
fig|391904.5.peg.1913	hypothetical protein
fig|391904.5.peg.1914	Predicted mannan acetyl-esterase
fig|391904.5.peg.1915	sialic acid-specific 9-O-acetylesterase
fig|391904.5.peg.1916	hypothetical protein
fig|391904.5.peg.1917	Mobile element protein
fig|391904.5.peg.1918	hypothetical protein
fig|391904.5.peg.1919	hypothetical protein
fig|391904.5.peg.1920	"ABC transporter, ATP-binding protein"
fig|391904.5.peg.1921	"Transcriptional regulator, AcrR family"
fig|391904.5.peg.1922	hypothetical protein
fig|391904.5.peg.1923	Mobile element protein
fig|391904.5.peg.1924	Dehydrogenase
fig|391904.5.peg.1925	hypothetical protein
fig|391904.5.peg.1926	"Transcriptional regulator, MerR family"
fig|391904.5.peg.1927	CrcB protein
fig|391904.5.peg.1928	CrcB protein
fig|391904.5.peg.1929	putative membrane protein
fig|391904.5.peg.1930	Putative membrane protein YeiH
fig|391904.5.peg.1931	Transcriptional regulator
fig|391904.5.peg.1932	Translation elongation factor Tu
fig|391904.5.peg.1933	hypothetical protein
fig|391904.5.peg.1934	Translation elongation factor G
fig|391904.5.peg.1935	SSU ribosomal protein S7p (S5e)
fig|391904.5.peg.1936	SSU ribosomal protein S12p (S23e)
fig|391904.5.peg.1937	IS30 family transposase
fig|391904.5.peg.1938	conserved hypothetical phage AbiD protein
fig|391904.5.peg.1939	Mobile element protein
fig|391904.5.peg.1940	hypothetical protein
fig|391904.5.peg.1941	Mobile element protein
fig|391904.5.peg.1942	hypothetical protein
fig|391904.5.peg.1943	Mobile element protein
fig|391904.5.peg.1944	ABC transporter related
fig|391904.5.peg.1945	Probable Na+ dependent transporter possibly for ileal bile acids
fig|391904.5.peg.1946	Low-specificity L-threonine aldolase (EC 4.1.2.48)
fig|391904.5.peg.1947	Glycosyltransferase
fig|391904.5.peg.1948	Aspartate aminotransferase (EC 2.6.1.1)
fig|391904.5.peg.1949	Phosphoribosylglycinamide formyltransferase 2 (EC 2.1.2.-)
fig|391904.5.peg.1950	hypothetical protein
fig|391904.5.peg.1951	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)
fig|391904.5.peg.1952	"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)"
fig|391904.5.peg.1953	hypothetical protein
fig|391904.5.peg.1954	hypothetical protein
fig|391904.5.peg.1955	hypothetical protein
fig|391904.5.peg.1956	G:T/U mismatch-specific uracil/thymine DNA-glycosylase
fig|391904.5.peg.1957	hypothetical protein
fig|391904.5.peg.1958	hypothetical protein
fig|391904.5.peg.1959	hypothetical protein
fig|391904.5.peg.1960	hypothetical protein
fig|391904.5.peg.1961	DNA-damage repair protein
fig|391904.5.peg.1962	Adenosylhomocysteinase (EC 3.3.1.1)
fig|391904.5.peg.1963	possible chlorohydrolase-like protein
fig|391904.5.peg.1964	FIG018171: hypothetical protein of Cupin superfamily
fig|391904.5.peg.1965	"Amino acid ABC transporter, substrate-binding protein"
fig|391904.5.peg.1966	"polar amino acid ABC transporter, inner membrane subunit"
fig|391904.5.peg.1967	"ABC-type polar amino acid transport system, ATPase component"
fig|391904.5.peg.1968	Amidophosphoribosyltransferase (EC 2.4.2.14)
fig|391904.5.peg.1969	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)
fig|391904.5.peg.1970	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)
fig|391904.5.peg.1971	Aldehyde dehydrogenase (EC 1.2.1.3)
fig|391904.5.peg.1972	hypothetical protein
fig|391904.5.peg.1973	hypothetical protein
fig|391904.5.peg.1974	"Zinc ABC transporter, substrate-binding protein ZnuA"
fig|391904.5.peg.1975	"SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent"
fig|391904.5.peg.1976	hypothetical protein
fig|391904.5.peg.1977	"LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent"
fig|391904.5.peg.1978	"LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent"
fig|391904.5.peg.1979	"SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent"
fig|391904.5.peg.1980	"LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent"
fig|391904.5.peg.1981	"LSU ribosomal protein L36p @ LSU ribosomal protein L36p, zinc-independent"
fig|391904.5.peg.1982	hypothetical protein
fig|391904.5.peg.1983	hypothetical protein
fig|391904.5.peg.1984	hypothetical protein
fig|391904.5.peg.1985	hypothetical protein
fig|391904.5.peg.1986	hypothetical protein
fig|391904.5.peg.1987	Zinc uptake regulation protein ZUR
fig|391904.5.peg.1988	hypothetical protein
fig|391904.5.peg.1989	hypothetical protein
fig|391904.5.peg.1990	"ABC transporter, ATP-binding protein"
fig|391904.5.peg.1991	"ABC transporter, permease protein"
fig|391904.5.peg.1992	Zinc uptake regulation protein ZUR
fig|391904.5.peg.1993	N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18)
fig|391904.5.peg.1994	N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)
fig|391904.5.peg.1995	NADPH:quinone oxidoreductases or alcohol dehydrogenase
fig|391904.5.peg.1996	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)
fig|391904.5.peg.1997	hypothetical protein
fig|391904.5.peg.1998	hypothetical protein
fig|391904.5.peg.1999	hypothetical protein
fig|391904.5.peg.2000	hypothetical protein
fig|391904.5.peg.2001	"Transcriptional regulator, RpiR family"
fig|391904.5.peg.2002	"Predicted alpha-L-arabinofuranosidase AbfA2 (EC 3.2.1.55), GH51 family # BL1138 orthologs"
fig|391904.5.peg.2003	hypothetical protein
fig|391904.5.peg.2004	Asparaginase
fig|391904.5.peg.2005	Aspartate aminotransferase (EC 2.6.1.1)
fig|391904.5.peg.2006	"Pyridoxal 5&#39;-phosphate synthase (glutamine hydrolyzing), glutaminase subunit (EC 4.3.3.6)"
fig|391904.5.peg.2007	"Pyridoxal 5&#39;-phosphate synthase (glutamine hydrolyzing), synthase subunit (EC 4.3.3.6)"
fig|391904.5.peg.2008	DNA primase (EC 2.7.7.-)
fig|391904.5.peg.2009	"dNTP triphosphohydrolase, broad substrate specificity"
fig|391904.5.peg.2010	Alanine racemase (EC 5.1.1.1)
fig|391904.5.peg.2011	hypothetical protein
fig|391904.5.peg.2012	Amino acid permease
fig|391904.5.peg.2013	Histone acetyltransferase HPA2 and related acetyltransferases
fig|391904.5.peg.2014	S-ribosylhomocysteine lyase (EC 4.4.1.21) @ Autoinducer-2 production protein LuxS
fig|391904.5.peg.2015	ATP-dependent DNA helicase RecQ
fig|391904.5.peg.2016	hypothetical protein
fig|391904.5.peg.2017	"Cystathionine gamma-lyase (EC 4.4.1.1), truncated"
fig|391904.5.peg.2018	"Cystathionine beta-synthase (EC 4.2.1.22), truncated"
fig|391904.5.peg.2019	hypothetical protein
fig|391904.5.peg.2020	"Predicted nucleoside transporter, MFS family"
fig|391904.5.peg.2021	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)
fig|391904.5.peg.2022	probable ATP binding protein of ABC transporter for peptides
fig|391904.5.peg.2023	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)
fig|391904.5.peg.2024	"ABC-type dipeptide/oligopeptide/nickel transport systems, permease components"
fig|391904.5.peg.2025	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)
fig|391904.5.peg.2026	hypothetical protein
fig|391904.5.peg.2027	Phosphopantothenoylcysteine synthetase (EC 6.3.2.5) / Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)
fig|391904.5.peg.2028	"Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)"
fig|391904.5.peg.2029	"Galactooligosaccharides ABC transporter, substrate-binding protein"
fig|391904.5.peg.2030	"Exo-beta-(1-3/1-4/1-6)-galactosidase, GH42"
fig|391904.5.peg.2031	"Similar to ribosomal large subunit pseudouridine synthase D, type RluD4"
fig|391904.5.peg.2032	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)
fig|391904.5.peg.2033	"Predicted arginine ABC transporter, ATP-binding protein"
fig|391904.5.peg.2034	"Predicted arginine ABC transporter, permease protein"
fig|391904.5.peg.2035	"Predicted arginine ABC transporter, substrate-binding protein"
fig|391904.5.peg.2036	"Predicted arginine ABC transporter, substrate-binding protein"
fig|391904.5.peg.2037	tmRNA-binding protein SmpB
fig|391904.5.peg.2038	Surface antigen
fig|391904.5.peg.2039	FtsX-like protein involved in cell division
fig|391904.5.peg.2040	"Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)"
fig|391904.5.peg.2041	Peptide chain release factor 2
fig|391904.5.peg.2042	hypothetical protein
fig|391904.5.peg.2043	FIG00424334: hypothetical protein
fig|391904.5.peg.2044	hypothetical protein
fig|391904.5.peg.2045	hypothetical protein
fig|391904.5.peg.2046	Peptide deformylase (EC 3.5.1.88)
fig|391904.5.peg.2047	Phosphoglucosamine mutase (EC 5.4.2.10)
fig|391904.5.peg.2048	hypothetical protein
fig|391904.5.peg.2049	Membrane alanine aminopeptidase N (EC 3.4.11.2)
fig|391904.5.peg.2050	Ribonuclease J2 (endoribonuclease in RNA processing)
fig|391904.5.peg.2051	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)
fig|391904.5.peg.2052	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)
fig|391904.5.peg.2053	Putative transport protein
fig|391904.5.peg.2054	ATP-dependent DNA helicase SCO5184
fig|391904.5.peg.2055	ATP-dependent DNA helicase SCO5183
fig|391904.5.peg.2056	Serine/threonine protein kinase
fig|391904.5.peg.2057	Fibronectin type III domain protein
fig|391904.5.peg.2058	Fibronectin type III domain protein
fig|391904.5.peg.2059	FIG022979: MoxR-like ATPases
fig|391904.5.peg.2060	hypothetical protein
fig|391904.5.peg.2061	FIG002343: hypothetical protein
fig|391904.5.peg.2062	"FIG001454: Transglutaminase-like enzymes, putative cysteine proteases"
fig|391904.5.peg.2063	Serine/threonine protein phosphatase (EC 3.1.3.16)
fig|391904.5.peg.2064	hypothetical protein
fig|391904.5.peg.2065	FOG: FHA domain
fig|391904.5.peg.2066	DNA-directed RNA polymerase beta&#39; subunit (EC 2.7.7.6)
fig|391904.5.peg.2067	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)
fig|391904.5.peg.2068	hypothetical protein
fig|391904.5.peg.2069	A/G-specific adenine glycosylase (EC 3.2.2.-)
fig|391904.5.peg.2070	tRNA (cytidine(34)-2&#39;-O)-methyltransferase (EC 2.1.1.207)
fig|391904.5.peg.2071	hypothetical protein
fig|391904.5.peg.2072	ACT domain protein
fig|391904.5.peg.2073	"Exo-beta-(2-1/2-6)-fructofuranosidase, GH32"
fig|391904.5.peg.2074	"Putative transcriptional regulator of fructooligosaccharide utilization, LacI-family"
fig|391904.5.peg.2075	YTEU
fig|391904.5.peg.2076	"Predicted fructosides ABC transporter, permease protein BfrD"
fig|391904.5.peg.2077	"Predicted fructosides ABC transporter, permease protein BfrC"
fig|391904.5.peg.2078	"Predicted fructosides ABC transporter, substrate-binding protein BfrB"
fig|391904.5.peg.2079	Galactokinase (EC 2.7.1.6)
fig|391904.5.peg.2080	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)
fig|391904.5.peg.2081	"Transcriptional regulator of galactose metabolism, DeoR family"
fig|391904.5.peg.2082	FIG00427104: hypothetical protein
fig|391904.5.peg.2083	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)
fig|391904.5.peg.2084	probable NADH-dependent flavin oxidoreductase YqjM
fig|391904.5.peg.2085	Penicillin-binding protein
fig|391904.5.peg.2086	hypothetical protein
fig|391904.5.peg.2087	Prospective global regulator Crp
fig|391904.5.peg.2088	Lipoate-protein ligase A
fig|391904.5.peg.2089	3-isopropylmalate dehydrogenase (EC 1.1.1.85)
fig|391904.5.peg.2090	Protease II
fig|391904.5.peg.2091	narrowly conserved hypothetical protein
fig|391904.5.peg.2092	Glycine cleavage system H protein
fig|391904.5.peg.2093	hypothetical protein
fig|391904.5.peg.2094	alpha/beta hydrolase fold
fig|391904.5.peg.2095	ADP-ribose pyrophosphatase
fig|391904.5.peg.2096	Thioredoxin
fig|391904.5.peg.2097	putative secreted protein
fig|391904.5.peg.2098	Toxin HigB / Protein kinase domain of HipA
fig|391904.5.peg.2099	hypothetical protein
fig|391904.5.peg.2100	possible Etk-like tyrosine kinase involved in Eps biosynthesis
fig|391904.5.peg.2101	hypothetical protein
fig|391904.5.peg.2102	hypothetical protein
fig|391904.5.peg.2103	Mobile element protein
fig|391904.5.peg.2104	hypothetical protein
fig|391904.5.peg.2105	hypothetical protein
fig|391904.5.peg.2106	Transposase
fig|391904.5.peg.2107	hypothetical protein
fig|391904.5.peg.2108	Transposase
fig|391904.5.peg.2109	Mobile element protein
fig|391904.5.peg.2110	hypothetical protein
fig|391904.5.peg.2111	Mobile element protein
fig|391904.5.peg.2112	hypothetical protein
fig|391904.5.peg.2113	hypothetical protein
fig|391904.5.peg.2114	Putative glycosyltransferase
fig|391904.5.peg.2115	hypothetical protein
fig|391904.5.peg.2116	Putative transposase
fig|391904.5.peg.2117	hypothetical protein
fig|391904.5.peg.2118	hypothetical protein
fig|391904.5.peg.2119	Glycosyltransferase
fig|391904.5.peg.2120	"conserved hypothetical protein, putative polysaccharide polymerase"
fig|391904.5.peg.2121	hypothetical protein
fig|391904.5.peg.2122	Glycosyltransferase
fig|391904.5.peg.2123	Mobile element protein
fig|391904.5.peg.2124	Low molecular weight protein-tyrosine-phosphatase Wzb (EC 3.1.3.48)
fig|391904.5.peg.2125	Mobile element protein
fig|391904.5.peg.2126	Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6)
fig|391904.5.peg.2127	hypothetical protein
fig|391904.5.peg.2128	hypothetical protein
fig|391904.5.peg.2129	Transcriptional regulator
fig|391904.5.peg.2130	hypothetical protein
fig|391904.5.peg.2131	hypothetical protein
fig|391904.5.peg.2132	hypothetical protein
fig|391904.5.peg.2133	hypothetical protein
fig|391904.5.peg.2134	putative secreted protein
fig|391904.5.peg.2135	"Exo-beta-(1-4)-galactosidase, GH42"
fig|391904.5.peg.2136	"Pup ligase PafA, possible component of postulated heterodimer PafA-PafA&#39;"
fig|391904.5.peg.2137	Prokaryotic ubiquitin-like protein Pup
fig|391904.5.peg.2138	Inositol-1-monophosphatase (EC 3.1.3.25)
fig|391904.5.peg.2139	"Pup ligase PafA&#39; paralog, possible component of postulated heterodimer PafA-PafA&#39;"
fig|391904.5.peg.2140	Bacterial proteasome-activating AAA-ATPase (PAN)
fig|391904.5.peg.2141	DedA family protein
fig|391904.5.peg.2142	Phosphoserine phosphatase (EC 3.1.3.3)
fig|391904.5.peg.2143	Helicase PriA essential for oriC/DnaA-independent DNA replication
fig|391904.5.peg.2144	possible alpha beta hydrolase
fig|391904.5.peg.2145	Methionyl-tRNA formyltransferase (EC 2.1.2.9)
fig|391904.5.peg.2146	Dihydroxy-acid dehydratase (EC 4.2.1.9)
fig|391904.5.peg.2147	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)
fig|391904.5.peg.2148	S-adenosylmethionine synthetase (EC 2.5.1.6)
fig|391904.5.peg.2149	"ABC-type antimicrobial peptide transport system, permease component"
fig|391904.5.peg.2150	"ABC-type antimicrobial peptide transport system, permease component"
fig|391904.5.peg.2151	"ABC transporter, ATP-binding protein"
fig|391904.5.peg.2152	COG0394: Protein-tyrosine-phosphatase
fig|391904.5.peg.2153	Dihydrofolate reductase (EC 1.5.1.3)
fig|391904.5.peg.2154	Thymidylate synthase (EC 2.1.1.45)
fig|391904.5.peg.2155	hypothetical protein
fig|391904.5.peg.2156	Universal stress protein UspA and related nucleotide-binding proteins
fig|391904.5.peg.2157	hypothetical protein
fig|391904.5.peg.2158	hypothetical protein
fig|391904.5.peg.2159	hypothetical protein
fig|391904.5.peg.2160	Phosphoserine aminotransferase (EC 2.6.1.52)
fig|391904.5.peg.2161	hypothetical protein
fig|391904.5.peg.2162	histidine kinase sensor of two component system
fig|391904.5.peg.2163	Phosphate transport system regulatory protein PhoU
fig|391904.5.peg.2164	Phosphoglycerate mutase (EC 5.4.2.11)
fig|391904.5.peg.2165	hypothetical protein
fig|391904.5.peg.2166	cytochrome P450-like enzyme
fig|391904.5.peg.2167	UBA/THIF-type NAD/FAD binding protein
fig|391904.5.peg.2168	transposase for insertion sequence
fig|391904.5.peg.2169	MccC-like protein
fig|391904.5.peg.2170	"1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)"
fig|391904.5.peg.2171	Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)
fig|391904.5.peg.2172	Protein AraJ precursor
fig|391904.5.peg.2173	hypothetical protein
fig|391904.5.peg.2174	TPR-repeat-containing proteins
fig|391904.5.peg.2175	hypothetical protein
fig|391904.5.peg.2176	hypothetical protein
fig|391904.5.peg.2177	hypothetical protein
fig|391904.5.peg.2178	hypothetical protein
fig|391904.5.peg.2179	Two-component system sensor histidine kinase
fig|391904.5.peg.2180	"Two-component transcriptional response regulator, LuxR family"
fig|391904.5.peg.2181	UDP-hexose 4-epimerase involved in lacto-N-biose utilization
fig|391904.5.peg.2182	"UTP-hexose-1-phosphate uridylyltransferase involved in lacto-N-biose utilization, predicted"
fig|391904.5.peg.2183	N-acetylhexosamine 1-kinase (EC 2.7.1.162)
fig|391904.5.peg.2184	"1,3-beta-galactosyl-N-acetylhexosamine phosphorylase (EC 2.4.1.211)"
fig|391904.5.peg.2185	"Lacto-N-biose and Galacto-N-biose ABC transporter 1, permease component 2 @ Type I HMOs transporter, permease protein 2"
fig|391904.5.peg.2186	"Lacto-N-biose and Galacto-N-biose ABC transporter 1, permease component 1 @ Type I HMOs transporter, permease protein 1"
fig|391904.5.peg.2187	"Lacto-N-biose and Galacto-N-biose ABC transporter 1, periplasmic substrate-binding protein @ Type I HMOs transporter, substrate-binding protein"
fig|391904.5.peg.2188	Seryl-tRNA synthetase (EC 6.1.1.11)
fig|391904.5.peg.2189	hypothetical protein
fig|391904.5.peg.2190	"Glucose utilization antiterminator, BglG family @ Fructose utilization antiterminator, BglG family"
fig|391904.5.peg.2191	Mobile element protein
fig|391904.5.peg.2192	"PTS system, glucose-specific IIABC (EC 2.7.1.69) @ PTS system, fructose-specific IIABC (EC 2.7.1.202)"
fig|391904.5.peg.2193	hypothetical protein
fig|391904.5.peg.2194	Phosphoglucomutase (EC 5.4.2.2)
fig|391904.5.peg.2195	hypothetical protein
fig|391904.5.peg.2196	Predicted transcriptional regulator
fig|391904.5.peg.2197	"Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4); Mercuric ion reductase (EC 1.16.1.1); PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase"
fig|391904.5.peg.2198	hypothetical protein
fig|391904.5.peg.2199	Ribonuclease HI (EC 3.1.26.4)
fig|391904.5.peg.2200	Ribose 5-phosphate isomerase A (EC 5.3.1.6)
fig|391904.5.peg.2201	hypothetical protein
fig|391904.5.peg.2202	hypothetical protein
fig|391904.5.peg.2203	DNA repair protein RadA
fig|391904.5.peg.2204	Riboflavin kinase (EC 2.7.1.26)
fig|391904.5.peg.2205	tRNA pseudouridine synthase B (EC 5.4.99.25)
fig|391904.5.peg.2206	Ribosome-binding factor A
fig|391904.5.peg.2207	Translation initiation factor 2
fig|391904.5.peg.2208	Transcription termination protein NusA
fig|391904.5.peg.2209	hypothetical protein
fig|391904.5.peg.2210	hypothetical protein
fig|391904.5.peg.2211	"2&#39;FL, 3FL, LDFT, LNFP I ABC transporter, substrate-binding protein"
fig|391904.5.peg.2212	"2&#39;FL, 3FL, LDFT, LNFP I ABC transporter, permease component 2"
fig|391904.5.peg.2213	"2&#39;FL, 3FL, LDFT, LNFP I ABC transporter, permease component 1"
fig|391904.5.peg.2214	Transposase
fig|391904.5.peg.2215	hypothetical protein
fig|391904.5.peg.2216	"Protein containing transglutaminase-like domain, putative cysteine protease"
fig|391904.5.peg.2217	"Protein containing domains DUF404, DUF407, DUF403"
fig|391904.5.peg.2218	tRNA pseudouridine synthase A (EC 5.4.99.12)
fig|391904.5.peg.2219	LSU ribosomal protein L17p
fig|391904.5.peg.2220	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)
fig|391904.5.peg.2221	SSU ribosomal protein S11p (S14e)
fig|391904.5.peg.2222	SSU ribosomal protein S13p (S18e)
fig|391904.5.peg.2223	"LSU ribosomal protein L36p @ LSU ribosomal protein L36p, zinc-dependent"
fig|391904.5.peg.2224	Translation initiation factor 1
fig|391904.5.peg.2225	Adenylate kinase (EC 2.7.4.3)
fig|391904.5.peg.2226	Protein translocase subunit SecY
fig|391904.5.peg.2227	LSU ribosomal protein L15p (L27Ae)
fig|391904.5.peg.2228	LSU ribosomal protein L30p (L7e)
fig|391904.5.peg.2229	SSU ribosomal protein S5p (S2e)
fig|391904.5.peg.2230	LSU ribosomal protein L18p (L5e)
fig|391904.5.peg.2231	LSU ribosomal protein L6p (L9e)
fig|391904.5.peg.2232	SSU ribosomal protein S8p (S15Ae)
